City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,ponedera,10.641,-74.7503,303.23,61,5,3.18,CO,1701463771
366,allapalli,19.4167,80.0667,293.57,82,56,0.44,IN,1701463771
367,bratsk,56.1325,101.6142,264.42,96,100,2.66,RU,1701463771
368,mogocha,53.7333,119.7667,250.09,98,46,1.13,RU,1701463772
369,mount pearl,47.5166,-52.7813,275.96,91,75,8.23,CA,1701463772
370,arteche,12.2645,125.4048,298.86,90,72,4.63,PH,1701463772
371,east rochester,43.1087,-77.4875,280.59,87,100,2.57,US,1701463557
372,mizdah,31.4451,12.9801,288.88,22,64,3.2,LY,1701463773
373,lobujya,27.95,86.8167,259.97,38,1,0.82,NP,1701463773
374,pemangkat,1.1667,108.9667,297.34,90,100,2.17,ID,1701463773
375,international falls,48.6011,-93.411,273.79,71,95,4.63,US,1701463764
376,flying fish cove,-10.4217,105.6791,297.97,83,75,2.57,CX,1701463644
377,bathsheba,13.2167,-59.5167,302.49,70,40,7.72,BB,1701463774
378,tobruk,32.0836,23.9764,291.29,57,2,3.51,LY,1701463775
379,saint-felicien,48.6501,-72.4491,269.53,68,75,1.03,CA,1701463582
380,crescent city,41.756,-124.2018,285.35,99,100,5.14,US,1701463687
381,ad dana,36.2125,36.7698,279.11,58,0,0.85,SY,1701463776
382,el calafate,-50.3408,-72.2768,281.35,44,16,7.65,AR,1701463776
383,tugulym,57.0591,64.6425,261.19,85,100,1.95,RU,1701463777
384,tidjikja,18.5564,-11.4271,299.49,14,48,3.32,MR,1701463777
385,jalai nur,49.45,117.7,252.43,94,5,2.11,CN,1701463777
386,novo aripuana,-5.1206,-60.3797,304.33,56,90,1.38,BR,1701463777
387,itacare,-14.2775,-38.9967,299.09,75,77,3.66,BR,1701463778
388,chibougamau,49.9168,-74.3659,262.94,79,0,3.6,CA,1701463778
389,vilyuchinsk,52.9306,158.4028,265.89,83,11,5.36,RU,1701463779
390,kharp,66.8014,65.8081,253.43,100,100,0.6,RU,1701463779
391,tippi,7.2,35.45,292.63,73,55,1.47,ET,1701463732
392,hermanus,-34.4187,19.2345,290.44,82,37,4.33,ZA,1701463666
393,isla mujeres,21.2311,-86.731,303.24,80,78,6.46,MX,1701463780
394,azangaro,-14.9167,-70.2167,285.45,62,96,1.86,PE,1701463780
395,vung tau,10.346,107.0843,299.07,80,90,3.7,VN,1701463781
396,middelburg,-25.7751,29.4648,292.25,45,0,2.22,ZA,1701463781
397,pekanbaru,0.5333,101.45,297.33,100,75,1.54,ID,1701463781
398,timbo,-26.8233,-49.2717,299.77,79,93,2.12,BR,1701463782
399,guiuan,11.0333,125.7247,300.81,82,100,7.79,PH,1701463782
400,sinmak,38.4167,126.2333,268.49,63,41,1.33,KP,1701463782
401,boa vista,2.8197,-60.6733,307.14,38,75,5.66,BR,1701463782
402,prince george,53.9166,-122.753,272.2,88,100,1.54,CA,1701463700
403,baruun-urt,46.6806,113.2792,254.59,86,4,2.89,MN,1701463783
404,tralee,52.2704,-9.7026,275.73,84,77,1.89,IE,1701463779
405,zhalantun,48.0,122.7167,257.07,91,38,3.01,CN,1701463783
406,luena,-11.7833,19.9167,292.25,94,0,2.06,AO,1701463783
407,fredericton,45.9454,-66.6656,281.73,57,100,1.54,CA,1701463580
408,san luis ixcan,15.7872,-91.095,303.93,54,9,1.63,GT,1701463784
409,mugia,43.1041,-9.2179,283.1,66,93,5.87,ES,1701463702
410,coahuayana de hidalgo,18.7,-103.6583,302.64,56,99,1.97,MX,1701463784
411,yanchep,-31.55,115.6833,294.23,91,6,3.81,AU,1701463785
412,severo-yeniseyskiy,60.3725,93.0408,264.58,98,100,1.34,RU,1701463785
413,corinto,37.9407,22.9573,290.31,79,91,2.16,GR,1701463785
414,moab,38.5733,-109.5498,280.16,65,100,2.35,US,1701463786
415,kiunga,-6.1219,141.2906,296.75,99,100,1.02,PG,1701463786
416,arar,30.9753,41.0381,285.16,50,0,2.57,SA,1701463786
417,valentin gomez farias,28.2167,-106.5833,291.78,12,62,9.66,MX,1701463786
418,busko-zdroj,50.4708,20.7188,273.2,97,100,3.2,PL,1701463786
419,kataba,13.9833,44.3833,287.54,50,61,1.08,YE,1701463787
420,alofi,-19.0595,-169.9187,302.09,74,20,4.12,NU,1701463787
421,panaba,21.2833,-88.2667,305.19,51,85,6.34,MX,1701463787
422,mobaye,4.319,21.1786,296.72,86,42,0.37,CF,1701463787
423,north bend,43.4065,-124.2243,286.63,82,100,5.66,US,1701463552
424,argo,37.6333,22.7333,290.25,75,96,1.84,GR,1701463672
425,west bay,19.3667,-81.4167,303.19,80,40,5.66,KY,1701463788
426,hammerfest,70.6634,23.6821,267.4,73,40,4.63,NO,1701463665
427,puerto colombia,10.9878,-74.9547,303.2,70,5,7.47,CO,1701463775
428,mombaca,-5.7431,-39.6275,306.76,28,46,2.52,BR,1701463789
429,sydney mines,46.2367,-60.2177,280.93,84,75,5.14,CA,1701463789
430,hengchun,22.0042,120.7439,294.08,76,70,10.26,TW,1701463790
431,north bondi,-33.8824,151.2769,294.99,81,75,3.6,AU,1701463790
432,tervel,43.75,27.4,284.9,80,72,4.08,BG,1701463790
433,sandnessjoen,66.0217,12.6316,267.21,86,20,5.66,NO,1701463688
434,dinguiraye,11.3,-10.7167,299.41,30,98,0.85,GN,1701463791
435,segou,13.4317,-6.2157,303.54,17,97,3.55,ML,1701463791
436,port saint john's,-31.6229,29.5448,294.83,89,2,6.36,ZA,1701463757
437,catriel,-37.8791,-67.7956,304.35,9,17,14.4,AR,1701463792
438,tumaco,1.7986,-78.8156,300.54,77,42,4.88,CO,1701463792
439,kyzyl-mazhalyk,51.1333,90.6,256.43,90,100,0.45,RU,1701463792
440,coyhaique,-45.5752,-72.0662,279.49,81,100,4.12,CL,1701463698
441,hanceville,34.0607,-86.7675,291.49,97,100,2.95,US,1701463792
442,sierra grande,-41.606,-65.3557,296.01,28,62,6.24,AR,1701463793
443,havsa,41.549,26.8221,288.71,84,30,8.77,TR,1701463793
444,nizhnesortymskiy,62.4397,71.7603,252.29,99,88,3.45,RU,1701463793
445,edson,53.5835,-116.4356,265.23,67,0,2.06,CA,1701463793
446,san-pedro,4.7485,-6.6363,299.72,86,37,2.66,CI,1701463793
447,baiti,13.745,-14.7482,304.03,14,100,3.26,SN,1701463794
448,arak,34.0917,49.6892,279.97,33,12,0.85,IR,1701463794
449,languyan,5.2618,120.0807,298.93,86,29,1.01,PH,1701463794
450,falam,22.9167,93.6833,285.04,84,99,0.9,MM,1701463794
451,fonte boa,-2.4959,-66.2662,298.86,90,100,0.87,BR,1701463795
452,bechem,7.0903,-2.025,298.4,69,72,0.71,GH,1701463795
453,yuzhno-kurilsk,44.0306,145.8556,274.47,64,60,6.57,RU,1701463795
454,kisanga,-7.4362,37.7034,297.95,89,77,0.92,TZ,1701463795
455,queenstown,-31.8976,26.8753,287.96,58,6,2.09,ZA,1701463795
456,malango,-2.9627,119.9001,293.28,98,98,0.41,ID,1701463720
457,port blair,11.6667,92.75,299.17,89,75,3.09,IN,1701463796
458,nanning,22.8167,108.3167,288.4,61,100,1.69,CN,1701463796
459,chinde,26.8418,88.0763,286.31,63,100,1.83,NP,1701463796
460,dunedin,-45.8742,170.5036,288.04,68,100,2.68,NZ,1701463797
461,nouadhibou,20.931,-17.0347,295.14,88,92,1.54,MR,1701463797
462,taoudenni,22.6783,-3.9836,295.83,12,49,0.67,ML,1701463797
463,portland,45.5234,-122.6762,284.03,89,75,4.47,US,1701463679
464,khovd,48.0056,91.6419,261.74,85,98,0.59,MN,1701463703
465,doka,13.5167,35.7667,300.06,28,6,4.7,SD,1701463798
466,coquimbo,-29.9533,-71.3436,293.0,59,20,5.66,CL,1701463663
467,harrogate,53.9908,-1.5373,271.45,95,0,1.54,GB,1701463798
468,nantucket,41.2835,-70.0995,285.23,85,0,4.63,US,1701463798
469,undurkhaan,47.3194,110.6556,256.85,82,2,2.52,MN,1701463798
470,limulunga,-15.0969,23.1376,294.87,80,97,2.43,ZM,1701463799
471,calilegua,-23.7737,-64.77,312.22,30,77,2.83,AR,1701463799
472,nieuw amsterdam,5.8833,-55.0833,304.24,69,20,5.14,SR,1701463799
473,luanda,-8.8368,13.2343,300.15,78,20,3.09,AO,1701463572
474,sakakah,29.9697,40.2064,288.91,46,0,3.75,SA,1701463800
475,bandon,51.7469,-8.7425,275.92,76,74,0.5,IE,1701463800
476,tselinnoye,53.0833,85.6667,272.88,85,100,6.5,RU,1701463709
477,callao,-12.0667,-77.15,295.31,68,40,5.66,PE,1701463800
478,felege neway,6.3,36.8833,291.4,62,13,0.45,ET,1701463801
479,carnarvon,-24.8667,113.6333,295.28,83,9,6.53,AU,1701463801
480,kourou,5.1552,-52.6478,303.18,77,100,3.05,GF,1701463801
481,cururupu,-1.8283,-44.8683,300.36,70,71,2.41,BR,1701463802
482,pyay,18.8167,95.2167,293.98,73,100,2.4,MM,1701463802
483,khandyga,62.6667,135.6,235.38,100,100,0.57,RU,1701463803
484,kiama,-34.6833,150.8667,294.47,85,100,0.89,AU,1701463805
485,yarmouth,41.7057,-70.2286,285.41,86,20,5.66,US,1701463806
486,swakopmund,-22.6833,14.5333,291.47,84,85,2.68,NA,1701463806
487,benguela,-12.5763,13.4055,299.31,82,45,0.74,AO,1701463807
488,manakara,-22.1333,48.0167,295.54,88,100,4.97,MG,1701463807
489,filadelfia,39.9523,-75.1638,282.13,82,100,2.57,US,1701463680
490,broome,42.2506,-75.833,278.86,95,100,1.54,US,1701463808
491,tromso,69.6496,18.957,272.16,86,40,7.72,NO,1701463808
492,soderhamn,61.3037,17.0592,265.35,92,99,2.65,SE,1701463809
493,horta,38.5333,-28.6333,290.95,76,75,6.69,PT,1701463809
494,tazacorte,28.629,-17.9293,293.69,78,20,4.63,ES,1701463810
495,gaspe,48.8334,-64.4819,277.1,70,40,3.09,CA,1701463810
496,taltal,-25.4,-70.4833,293.16,67,22,3.98,CL,1701463810
497,okhotsk,59.3833,143.3,246.11,88,26,4.65,RU,1701463811
498,qulsary,46.9531,54.0198,277.91,93,100,3.24,KZ,1701463811
499,vorkuta,67.5,64.0,260.97,91,100,1.76,RU,1701463812
500,pandan,14.0453,124.1694,299.73,85,42,6.49,PH,1701463812
501,whitewater,42.8336,-88.7323,275.89,83,100,5.77,US,1701463812
502,nemuro,43.3236,145.575,272.35,69,30,4.14,JP,1701463813
503,umuarama,-23.7664,-53.325,303.4,68,95,2.82,BR,1701463813
504,fedorovskiy,45.0972,40.9517,285.59,61,100,5.19,RU,1701463814
505,rawai,7.7797,98.3253,297.21,79,75,6.18,TH,1701463815
506,susice,49.2311,13.5202,273.77,88,100,1.34,CZ,1701463815
507,kajaani,64.2273,27.7285,265.18,86,100,1.03,FI,1701463815
508,okha,53.5739,142.9478,258.91,90,76,7.01,RU,1701463816
509,rantoul,40.3084,-88.1559,281.47,98,100,1.54,US,1701463527
510,lompoc,34.6391,-120.4579,292.88,45,0,8.75,US,1701463816
511,payson,40.0444,-111.7321,275.07,91,100,1.54,US,1701463817
512,kuraymah,18.55,31.85,298.22,25,0,6.29,SD,1701463817
513,butembo,0.15,29.2833,286.66,92,45,1.39,CD,1701463817
514,mirnyy,62.5353,113.9611,244.77,100,58,2.19,RU,1701463818
515,mawlaik,23.6333,94.4167,290.37,90,82,0.61,MM,1701463703
516,salekhard,66.53,66.6019,246.88,100,100,0.65,RU,1701463818
517,chaman,30.9236,66.4512,283.65,52,0,0.79,PK,1701463819
518,ambanja,-13.6833,48.45,297.82,88,86,0.85,MG,1701463819
519,bangkalan,-7.0455,112.7351,299.12,84,100,2.14,ID,1701463819
520,buulobarde,3.8538,45.5674,300.12,59,98,6.18,SO,1701463819
521,tucupita,9.0622,-62.051,301.8,65,55,2.93,VE,1701463820
522,tashtagol,52.7657,87.8894,273.44,100,100,0.89,RU,1701463820
523,saint-joseph,-21.3667,55.6167,297.36,80,77,0.69,RE,1701463821
524,tapes,-30.6733,-51.3958,298.17,79,0,7.57,BR,1701463821
525,sarakhs,36.5449,61.1577,285.73,57,84,3.02,IR,1701463822
526,port isabel,26.0734,-97.2086,298.17,83,100,4.63,US,1701463822
527,yasuj,30.6682,51.588,279.9,39,0,0.0,IR,1701463823
528,sosnovo-ozerskoye,52.5249,111.5418,256.67,96,73,3.11,RU,1701463823
529,kose,40.21,39.6511,272.5,88,34,1.56,TR,1701463824
530,sumperk,49.9653,16.9706,273.01,97,100,2.28,CZ,1701463824
531,tiquipaya,-17.3382,-66.2189,297.55,36,75,6.17,BO,1701463825
532,castillos,-34.1667,-53.8333,295.17,94,100,1.5,UY,1701463791
533,bouafle,6.9904,-5.7442,299.16,78,12,1.53,CI,1701463825
534,shiqian,27.5225,108.2281,279.12,89,100,0.71,CN,1701463825
535,oskaloosa,41.2964,-92.6444,277.47,75,100,5.66,US,1701463826
536,bowling green,36.9903,-86.4436,287.15,91,100,5.14,US,1701463720
537,bardai,11.65,7.2333,296.63,21,32,3.88,NG,1701463826
538,bunia,1.5667,30.25,290.72,80,6,1.04,CD,1701463827
539,bam,29.106,58.357,288.25,45,0,0.52,IR,1701463827
540,chul'man,56.8479,124.9104,246.49,100,100,1.1,RU,1701463827
541,belo sur tsiribihina,-19.7,44.55,299.09,75,100,2.58,MG,1701463828
542,pachino,36.7186,15.0907,292.19,74,100,8.24,IT,1701463828
543,omutinskiy,56.4745,67.6709,262.71,95,93,2.74,RU,1701463828
544,skowhegan,44.7651,-69.7192,285.46,84,100,0.53,US,1701463535
545,zomba,-15.386,35.3188,292.24,86,100,1.84,MW,1701463829
546,skovorodino,53.9833,123.9167,255.88,97,100,0.35,RU,1701463829
547,brisas de zicatela,15.8369,-97.0419,302.95,62,8,2.4,MX,1701463830
548,posto fiscal rolim de moura,-13.0833,-62.2667,305.59,50,85,1.6,BR,1701463830
549,magistral'nyy,56.1725,107.4458,259.47,93,100,2.96,RU,1701463830
550,dubti,11.7361,41.0853,300.05,43,96,5.48,ET,1701463831
551,ontario,34.0633,-117.6509,292.6,52,20,3.09,US,1701463831
552,port-vila,-17.7338,168.3219,298.93,94,75,3.6,VU,1701463832
553,saldanha,-33.0117,17.9442,291.18,81,26,3.78,ZA,1701463832
554,saudarkrokur,65.7461,-19.6394,268.64,83,30,2.24,IS,1701463833
555,usogorsk,63.4106,48.6872,261.3,98,100,1.62,RU,1701463833
556,bengkulu,-3.8004,102.2655,296.69,95,99,1.19,ID,1701463762
557,ungsang-nodongjagu,42.3578,130.4622,266.33,67,1,1.3,KP,1701463834
558,jiazi,22.8779,116.067,290.37,72,100,5.95,CN,1701463834
559,papao,-17.75,-149.55,303.97,82,26,8.79,PF,1701463835
560,la foa,-21.7108,165.8276,300.05,65,12,1.65,NC,1701463835
561,al jawf,29.5,38.75,288.89,48,0,3.64,SA,1701463776
